Genero	CRC25_kraken	CRC24_kraken	CRC09_kraken	CRC21_kraken	CRC22_kraken	CRC20_kraken	CRC04_kraken	CRC03_kraken	CRC02_kraken	CRC01_kraken	CRC18_kraken	CRC16_kraken	CRC32_kraken	CRC33_kraken	CRC06_kraken	CRC10_kraken	CRC05_kraken	CRC27_kraken	CRC13_kraken	CRC15_kraken	CRC11_kraken	CRC12_kraken	CRC07_kraken	CRC08_kraken	CRC28_kraken	CRC17_kraken	CRC30_kraken	CRC31_kraken	CRC19_kraken	CRC34_kraken	CRC26_kraken	CRC29_kraken	CRC23_kraken
Xanthomonas	0	0	1.78E-06	0	0	0	0	0	6.42E-06	3.10E-05	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	4.46E-06	1.38E-06	1.66E-06	0	0	0	0	0
Chiayiivirga	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyella	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Aggregatibacter	0	0	8.90E-07	0	0	0	5.55E-06	0	0	0	0	7.09E-06	0	1.38E-05	0	5.74E-06	0	0	0	0	0	0	0	3.90E-06	0	0	1.38E-06	0	0	0	0	0	0
Halioglobus	0	0	2.67E-06	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella	0	0	2.23E-05	4.75E-06	0	2.31E-05	5.55E-06	0	0	1.55E-05	0	3.54E-06	0	0	0	5.74E-06	0	0	0	6.80E-06	1.22E-05	8.31E-06	6.04E-06	1.17E-05	2.01E-06	8.93E-06	5.51E-06	0	0	6.52E-06	7.10E-06	0	0
Halovibrio	0	0	8.90E-07	0	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oleibacter	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Pseudohongiella	0	0	8.90E-07	4.75E-06	0	4.61E-06	5.55E-06	7.89E-06	0	0	0	0	9.22E-07	3.44E-06	0	0	0	3.53E-06	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	0	1.25E-05	0
Acidibacter	0	0	1.78E-06	0	0	0	0	7.89E-06	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Thioalkalispira	0	0	7.12E-06	0	0	2.31E-06	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	1.38E-06	1.66E-06	0	0	0	0	0
Rickettsiella	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	0	0	0	0
Woeseia	0	0	2.67E-06	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	8.29E-06	2.27E-06	0	4.15E-06	0	0	0	0	1.38E-06	0	0	0	0	0	0
Arenicella	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Perspicuibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wb1-P19	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusContendobacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothiobacillus	0	0	8.90E-07	0	0	1.15E-05	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Suttonella	0	0	8.90E-07	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusXenohaliotis	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusMegaira	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MD3-55	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Ensifer	0	0	8.90E-07	0	0	0	0	7.89E-06	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phyllobacterium	0	0	8.90E-07	4.75E-06	5.46E-06	2.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-05	0	0	6.52E-06	0	0	3.89E-06
Bartonella	0	0	8.90E-07	0	0	2.31E-06	0	0	9.63E-06	1.55E-05	0	0	0	0	0	5.74E-06	5.98E-06	0	1.66E-05	0	0	0	0	1.17E-05	2.01E-06	4.46E-06	0	0	1.71E-05	0	0	1.25E-05	0
Pseudochrobactrum	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	7.10E-06	0	0
Phreatobacter	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudovibrio	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Celeribacter	0	0	3.56E-06	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silicimonas	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodovulum	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseivivax	0	0	8.90E-07	0	0	2.31E-06	5.55E-06	7.89E-06	0	0	0	0	0	6.89E-06	0	0	0	3.53E-06	0	0	2.43E-05	4.15E-06	1.21E-05	3.90E-06	0	4.46E-06	0	3.33E-06	0	0	7.10E-06	0	0
Thalassobius	0	0	8.90E-07	0	0	0	0	1.58E-05	0	0	0	0	0	6.89E-06	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
CandidatusPuniceispirillum	0	0	1.78E-06	0	0	1.15E-05	0	0	9.63E-06	0	0	0	0	6.89E-06	0	0	5.98E-05	0	1.66E-05	0	0	0	0	7.79E-06	2.01E-06	0	1.38E-06	0	0	0.000280243	1.07E-05	0	0
Qipengyuania	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
B48	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robiginitomaculum	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maricaulis	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanicaulis	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	1.05E-05	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	0	0	0	0
Algimonas	0	0	8.90E-07	0	5.46E-06	0	0	1.58E-05	0	1.55E-05	0	0	9.22E-07	0	4.90E-06	0	0	0	8.29E-06	2.27E-06	1.22E-05	0	1.21E-05	0	0	0	1.38E-06	0	0	0	3.55E-06	0	0
Caulobacter	0	0	2.67E-06	0	0	2.54E-05	0	0	3.21E-06	0	5.23E-06	0	9.22E-07	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	6.52E-06	0	0	0
Stella	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM75clade	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	1.22E-05	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Tistlia	0	0	8.90E-07	0	0	2.31E-06	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Holospora	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mailhella	0	0	8.90E-07	0	0	1.15E-05	0	0	0	1.55E-05	0	0	0	0	0	5.74E-06	0	0	0	0	0	1.66E-05	0	0	0	4.46E-06	0	0	0	6.52E-06	0	0	0
Desulfocarbo	0	0	3.74E-05	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	1.72E-05	0	0	0	0	0	0	0	0	0	0	1.38E-06	4.99E-06	0	0	0	0	0
Desulfobacter	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	6.80E-06	0	0	0	0	0	0	2.76E-06	0	0	0	0	0	0
Desulfococcus	0	0	8.90E-07	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	5.74E-06	0	3.53E-06	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Syntrophus	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0
Caviibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CalothrixPCC-6303	0	0	5.34E-06	0	5.46E-06	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93E-06	0	0	0	0	0	0	7.79E-06
AnabaenaPCC-7122	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ChalicogloeaCCALA975	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GeminocystisPCC-6308	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PseudanabaenaPCC-7429	0	0	1.25E-05	0	0	0	0	0	0	1.55E-05	0	0	9.22E-07	0	0	0	5.98E-06	0	0	0	0	4.15E-06	0	0	0	8.93E-06	0	0	0	6.52E-06	0	0	0
[Synechococcus]spongiarumgroup	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Limnothrix	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
PseudanabaenaNgrPSln22	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter	0	0	2.23E-05	0	0	4.61E-06	0	7.89E-06	3.21E-06	0	5.23E-06	0	9.22E-07	0	0	5.74E-06	0	3.53E-06	2.49E-05	0	0	4.15E-06	0	0	0	0	0	1.66E-06	0	6.52E-06	3.55E-06	0	7.79E-06
Sulfurimonas	0	0	1.51E-05	0	5.46E-06	6.92E-06	0	7.89E-06	2.25E-05	0	0	0	9.22E-07	2.41E-05	0	0	0	0	0	9.07E-06	0	8.31E-06	0	0	0	0	5.51E-06	0	0	1.30E-05	0	0	0
Thiovulum	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caminibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusSaccharimonas	0	0	8.90E-07	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	3.16E-05	0	0	0	0	0
Garicola	0	0	4.45E-06	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus	0	0	8.90E-07	0	0	0	0	7.89E-06	0	3.10E-05	0	0	0	0	0	1.15E-05	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Salinibacterium	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusLimnoluna	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus	0	0	8.90E-07	0	0	0	0	0	3.21E-06	6.19E-05	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcus	0	0	8.90E-07	4.75E-06	0	0	0	1.58E-05	0	0.000139284	0	0	0	6.89E-06	0	2.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia	0	0	8.90E-07	0	0	2.31E-06	0	0	0	1.55E-05	0	0	0	0	0	5.74E-06	0	0	0	2.27E-06	0	0	0	0	0	4.46E-06	1.38E-06	0	0	0	3.55E-06	0	0
Acidothermus	0	0	8.90E-07	0	0	2.31E-06	0	7.89E-06	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	4.15E-06	6.04E-06	0	0	0	0	0	0	0	0	0	0
Thermocrispum	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora	0	0	8.90E-07	0	0	9.22E-06	0	0	6.42E-06	1.55E-05	0	0	9.22E-07	6.89E-06	0	5.74E-06	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	1.71E-05	0	3.55E-06	0	0
Enterorhabdus	0	0	1.78E-06	4.75E-06	0	2.31E-06	0	7.89E-06	0	3.10E-05	5.23E-06	3.54E-06	0	3.44E-06	4.90E-06	0	0	0	0	2.27E-06	1.22E-05	0	0	3.90E-06	2.01E-06	4.46E-06	1.38E-06	4.99E-06	0	6.52E-06	1.42E-05	0	0
Parvibacter	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	1.47E-05	0	0	3.53E-06	0	4.54E-06	0	8.31E-06	0	3.90E-06	0	4.46E-06	6.89E-06	0	0	0	3.55E-06	0	3.89E-06
Leptolinea	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	0	0	0	0
CandidatusChlorothrix	0	0	8.90E-07	0	0	0	5.55E-06	0	9.63E-06	0	5.23E-06	0	0	0	0	0	0	3.53E-06	0	0	0	1.25E-05	0	0	0	0	0	0	1.71E-05	0	0	0	0
Blastopirellula	0	0	2.14E-05	0	0	2.31E-06	0	0	3.21E-06	1.55E-05	0	0	1.84E-06	3.44E-06	0	0	0	3.53E-06	1.66E-05	0	0	4.15E-06	6.04E-06	0	0	0	4.14E-06	1.66E-06	0	0	0	0	0
Rhodopirellula	0	0	2.05E-05	4.75E-06	0	2.31E-06	5.55E-06	0	3.21E-06	1.55E-05	0	7.09E-06	0	0	4.90E-06	0	0	3.53E-06	0	4.54E-06	0	2.91E-05	0	0	0	8.93E-06	8.27E-06	1.66E-06	0	6.52E-06	3.55E-06	0	0
Planctopirus	0	0	8.90E-06	4.75E-06	5.46E-06	0	0	0	0	0	5.23E-06	0	0	0	0	5.74E-06	0	7.05E-06	8.29E-06	2.27E-06	0	0	6.04E-06	3.90E-06	0	0	1.38E-06	0	0	6.52E-06	0	0	0
Singulisphaera	0	0	8.90E-07	0	0	0	5.55E-06	7.89E-06	3.21E-06	0	1.57E-05	0	0	0	0	0	1.20E-05	3.53E-06	0	0	0	0	0	3.90E-06	2.01E-06	0	1.38E-06	1.66E-06	0	0	7.10E-06	0	3.89E-06
CandidatusBrocadia	0	0	3.12E-05	0	0	0	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	1.33E-05	0	1.96E-05	0	0	0
CL500-3	0	0	4.45E-06	0	0	0	0	0	0	0	0	3.54E-06	0	0	4.90E-06	0	0	0	0	0	0	4.15E-06	0	0	0	0	2.76E-06	0	0	0	0	0	0
AKYG587	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79E-06	0	4.46E-06	0	0	0	0	3.55E-06	0	0
Pedosphaera	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Persicirhabdus	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-05	0	0	0	0	4.46E-06	0	0	0	0	0	0	3.89E-06
Puniceicoccus	0	0	8.90E-07	0	5.46E-06	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinispira	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turneriella	0	0	8.90E-07	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAUC26f	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	8.29E-06	2.27E-06	0	4.15E-06	6.04E-06	0	0	0	1.38E-06	0	0	0	0	0	0
Granulicella	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
OLB17	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subgroup10	0	0	8.90E-07	4.75E-06	0	1.84E-05	0	2.37E-05	3.21E-06	1.55E-05	1.57E-05	0	0	0	1.96E-05	0	5.98E-06	0	0	0	3.65E-05	8.31E-06	6.04E-06	7.79E-06	2.01E-06	0	1.38E-06	3.33E-06	0	6.52E-06	7.10E-06	0	3.89E-06
Aminobacterium	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fretibacterium	0	0	8.90E-07	0	0	9.22E-06	0	0	0.000433454	0	1.05E-05	0	1.84E-06	0	0	0	0	0	4.15E-05	2.27E-06	0	4.15E-06	0	3.90E-06	0	0	1.38E-06	0.000458943	0	0.002443984	3.55E-06	0	0
Thermodesulfovibrio	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	6.52E-06	0	0	0
Nitrospira	0	0	2.67E-06	4.75E-06	0	4.61E-06	0	0	6.42E-06	1.55E-05	1.57E-05	0	9.22E-07	3.44E-06	0	0	5.98E-06	0	8.29E-06	0	1.22E-05	8.31E-06	6.04E-06	0	0	4.46E-06	0	0	0	6.52E-06	0	2.49E-05	0
CandidatusCloacimonas	0	0	8.90E-07	0	0	0	5.55E-06	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	2.76E-06	0	0	0	3.55E-06	0	7.79E-06
Mesotoga	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Flexibacter	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0	6.52E-06	0	0	0
OLB12	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ekhidna	0	0	0	4.75E-06	0	0	0	7.89E-06	0	0	5.23E-06	0	0	6.89E-06	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	1.38E-06	1.66E-06	0	0	0	0	0
CandidatusAquirestis	0	0	0	4.75E-06	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Limnobacter	0	0	0	9.50E-06	5.46E-06	2.07E-05	0	7.89E-06	1.93E-05	0	0	0	9.22E-07	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	6.52E-06	0	0	0
Rubrivivax	0	0	0	4.75E-06	0	0	1.11E-05	1.58E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Pelomonas	0	0	0	4.75E-06	0	2.31E-06	0	0	1.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Parapusillimonas	0	0	0	4.75E-06	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azovibrio	0	0	0	9.50E-06	0	1.15E-05	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionivibrio	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricella	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera	0	0	0	4.75E-06	5.46E-06	0.000106052	2.22E-05	7.89E-06	9.63E-06	0	0	0	9.22E-07	0	0	0	5.98E-06	0	0	0	1.22E-05	8.31E-06	6.04E-06	0	2.01E-06	0	1.38E-06	0	0	0	0	0	0
Oleiphilus	0	0	0	4.75E-06	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14E-06	0	0	0	0	0	0
Methylomarinum	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Nevskia	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	1.25E-05	0
Methyloligella	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudophaeobacter	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimentitalea	0	0	0	4.75E-06	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	1.65E-05	0	0	0	0	0	0
Neorickettsia	0	0	0	4.75E-06	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hirschia	0	0	0	4.75E-06	0	0	5.55E-06	7.89E-06	0	0	0	0	0	0	0	0	0	3.53E-06	0	4.54E-06	0	0	0	0	2.01E-06	0	2.76E-06	1.66E-06	0	0	0	0	0
Mariprofundus	0	0	0	4.75E-06	0	6.92E-06	0	0	3.21E-06	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproiciproducens	0	0	0	4.75E-06	0	9.22E-06	5.55E-06	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	2.27E-06	0	4.15E-06	6.04E-06	2.34E-05	2.01E-06	0	4.14E-06	0	0	0	0	0	3.89E-06
GCA-900066755	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	1.22E-05	4.15E-06	0	3.90E-06	0	1.34E-05	0	0	0	0	0	0	0
Filifactor	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W5053	0	0	0	4.75E-06	0	9.22E-06	0	1.58E-05	0	0	0	0	0	0	0	0	5.98E-06	0	0	4.54E-06	0	4.15E-06	6.04E-06	3.90E-06	0	0	6.89E-06	0	0	1.96E-05	0	0	0
Oenococcus	0	0	0	4.75E-06	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-06	0	0	0	0	0	0
Planomicrobium	0	0	0	4.75E-06	0	2.31E-06	0	0	3.21E-06	0	5.23E-06	0	0	0	4.90E-06	5.74E-06	0	0	8.29E-06	0	0	0	6.04E-06	0	4.03E-06	0	1.38E-06	0	0	1.30E-05	3.55E-06	0	3.89E-06
OLB13	0	0	0	4.75E-06	0	0	0	7.89E-06	0	0	0	3.54E-06	9.22E-07	0	0	5.74E-06	0	3.53E-06	8.29E-06	2.27E-06	0	0	6.04E-06	3.90E-06	0	4.46E-06	1.38E-06	0	0	0	0	0	0
Pelolinea	0	0	0	4.75E-06	0	0	0	3.16E-05	0	0	5.23E-06	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	3.90E-06	0	4.46E-06	0	0	0	0	1.07E-05	1.25E-05	0
DolichospermumNIES41	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ColeofasciculusPCC-7420	0	0	0	4.75E-06	0	2.31E-06	0	7.89E-06	0	1.55E-05	5.23E-06	0	0	3.44E-06	0	0	0	0	0	2.27E-06	0	4.15E-06	0	3.90E-06	0	0	1.38E-06	0	0	0	0	0	0
TychonemaCCAP1459-11B	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	1.71E-05	0	0	0	0
CyanobiumPCC-6307	0	0	0	4.75E-06	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusPlanktoluna	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Cellulosimicrobium	0	0	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	3.90E-06	0	0	2.76E-06	0	0	6.52E-06	3.55E-06	0	0
